fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
NORNE,Recovery ,The field is produced by water injection as the drive mechanism. Gas injection ceased in 2005 and all gas is exported.,43778,11.04.2017,17.02.2021
NORNE,Transport ,The oil is loaded onto tankers for export. Gas export started in 2001 through a dedicated pipeline to the Åsgard field and via Åsgard Transport System (ÅTS) to the Kårstø terminal.,43778,16.03.2018,17.02.2021
NORNE,Status ,A lifetime extension granted for the Norne FPSO in 2018 will increase value creation from the Norne field and its satellites. Blowdown of the gas cap in the Not Formation was started in 2019. One new production well was drilled in the Ile Formation in 2020.,43778,17.02.2021,17.02.2021
NOVA,Recovery strategy ,The field will be produced by pressure support from water injection and with gas lift.,33197696,18.02.2020,17.02.2021
NOVA,Transport ,"The well stream will be routed to the Gjøa platform for processing and export. The oil will be transported further through the Troll Oil Pipeline II to the Mongstad terminal, and the gas will be exported via the Far North Liquids and Associated Gas System (FLAGS) pipeline to St Fergus in the UK.",33197696,18.02.2020,17.02.2021
NOVA,Reservoir ,"The reservoir contains oil with a gas cap in sandstone of Late Jurassic age in the Heather Formation in the Viking Group, at a depth of 2,500 metres. The reservoir quality is good. ",33197696,02.02.2021,17.02.2021
NOVA,Status ,Production is scheduled to start in early 2022.,33197696,02.02.2021,17.02.2021
NOVA,Development ,"Nova is a field in the northern part of the North Sea, 17 kilometres southwest of the Gjøa field. The water depth is 370 metres. Nova was proven in 2012, and the plan for development and operation (PDO) was approved in 2018. The planned development consists of two 4-slot subsea templates, one with three oil producers and one with three water injectors, tied-back to the Gjøa platform.",33197696,26.02.2020,17.02.2021
ODA,Development ,"Oda is a field in the southern part of the Norwegian sector in the North Sea, 14 kilometres east of the Ula field. The water depth is 65 metres. Oda was discovered in 2011, and the plan for development and operation (PDO) was approved in 2017. Oda is developed with one subsea template with two production wells and one injection well tied-back to the Ula field. Production started in 2019.",29412516,17.02.2021,17.02.2021
ODA,Reservoir ,"Oda produces oil from sandstone of Late Jurassic age. The main reservoir is in the Ula Formation at a depth of 2,900 metres. The reservoir is steeply dipping and has good quality. ",29412516,25.04.2019,17.02.2021
ODA,Recovery strategy ,The field is produced by pressure support from water injection.,29412516,17.02.2021,17.02.2021
ODA,Transport ,The well stream is transported by pipeline to the Ula field for processing. The oil is exported to Ekofisk and then onward in Norpipe to the Teesside terminal in the UK. The gas is sold to Ula for injection into the reservoir to increase oil recovery from the Ula field.,29412516,27.02.2020,17.02.2021
ODA,Status ,"Drilling of the production wells has shown that the reservoir is more complex and smaller than anticipated. Consequently, the estimated recoverable volumes have been decreased. Drilling of a sidetrack from one of the production wells is being evaluated.",29412516,17.02.2021,17.02.2021
ODIN,Development ,"Odin is a field in the central part of the North Sea, eight kilometres northeast of the Frigg field. The water depth is 100 metres. Odin was discovered in 1974, and the plan for development and operation (PDO) was approved in 1980. The development solution was a facility with simplified drilling and processing equipment and living quarters. Production started in 1984. ",43610,25.04.2019,17.02.2021
ODIN,Reservoir ,"Odin produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir lies at a depth of 2,000 metres. It has pressure communication with the Frigg reservoir via the aquifer.",43610,26.02.2020,17.02.2021
ODIN,Recovery ,The field was produced by pressure depletion. The reservoir had limited water drive compared with the other fields in the Frigg area.,43610,11.04.2017,17.02.2021
ODIN,Transport ,The gas was sent via pipeline to Frigg (TCP2) for further processing before export through the Frigg Norwegian Pipeline to the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK.,43610,16.03.2018,17.02.2021
ODIN,Status ,The field was shut down in 1994 and the facility removed in 1996/1997. A production licence comprising the Odin field was awarded in the Awards in Predefined Areas (APA) 2016 licensing round. The redevelopment of the Odin field is planned as a subsea development. It is being considered as part of a larger development in the area between the Oseberg and Alvheim fields.,43610,11.02.2020,17.02.2021
ORMEN LANGE,Development ,"Ormen Lange is a field in the southern part of the Norwegian Sea, 120 kilometres west-northwest of the Nyhamna processing plant. The water depth varies from 800 to more than 1,100 metres. Ormen Lange was discovered in 1997, and the plan for development and operation (PDO) was approved in 2004. Deep water and seabed conditions made the development very challenging and triggered development of new technology. The field has been developed in several phases. The development comprises four 8-slot subsea templates with a total of 24 production wells. Production started in 2007 from two subsea templates in the central part of the field. In 2009 and 2011, two additional templates were installed in the southern and northern parts of the field, respectively.",2762452,25.02.2020,17.02.2021
ORMEN LANGE,Reservoir ,"Ormen Lange produces very dry gas and small amounts of condensate from Paleocene sandstone in the Egga Formation. The reservoir lies at a depth of 2,700-2,900 metres below sea level and has excellent quality.",2762452,27.02.2020,17.02.2021
ORMEN LANGE,Recovery ,The field is produced by pressure depletion.,2762452,16.03.2018,17.02.2021
ORMEN LANGE,Transport ,The well stream is transported in two multiphase pipelines to the Nyhamna terminal for processing and is exported in the Langeled pipeline via Sleipner to Easington in the UK.,2762452,25.02.2020,17.02.2021
ORMEN LANGE,Status ,"Ormen Lange production has gone off plateau and is declining. Reservoir monitoring is a key focus, and a new 4D seismic survey was acquired in 2019. Work is ongoing to increase recovery from the field. Land-based gas compression at the Nyhamna terminal started operation in 2017, and work is ongoing to implement subsea compression. The exploration potential near the field is being evaluated.",2762452,25.02.2020,17.02.2021
OSEBERG,Development ,"Oseberg is a field in the northern part of the North Sea. The water depth is 100 metres. Oseberg was discovered in 1979, and the plan for development and operation (PDO) was approved in 1984. The field was developed in multiple phases and production started in 1988. The Oseberg Field Centre in the south originally consisted of two facilities: the process and accommodation facility Oseberg A and the drilling and water injection facility Oseberg B. A PDO for Oseberg C was approved in 1988 and included an integrated production, drilling and quarters facility (PDQ) in the northern part of the field. A PDO for the gas phase was approved in 1996 and included a facility for gas processing, Oseberg D. A PDO for the western flank, Vestflanken, was approved in 2003 and included a subsea template tied-back to Oseberg B. A PDO for Oseberg Delta was approved in 2005 and included a subsea template tied-back to Oseberg D. A PDO for Oseberg Delta II was approved in 2013 and included two subsea templates tied-back to the Oseberg Field Centre. A PDO for Oseberg Vestflanken II was approved in 2016 and included an unmanned wellhead platform (UWP), Oseberg H, and new wells from the existing G4 template on the western flank. The Oseberg Øst, Oseberg Sør and Tune fields are tied to the Oseberg Field Centre.",43625,14.02.2020,17.02.2021
OSEBERG,Reservoir ,"Oseberg produces oil and gas from sandstone of Middle Jurassic age in the Brent Group. The main reservoirs are in the Oseberg and Tarbert Formations, but there is also production from the Etive and Ness Formations. The reservoirs lie at a depth of 2,300-2,700 metres and have generally good reservoir quality. The field is divided into several structures. The satellite structures west of the main structure also produce from the Statfjord Group and Cook Formation.",43625,25.02.2020,17.02.2021
OSEBERG,Recovery ,"The Oseberg field is produced by pressure maintenance using gas and water injection, as well as pressure depletion in some structures. Massive upflank gas injection in the main field has provided excellent oil displacement, and a large gas cap has developed. Injection gas was previously imported from Troll Øst (TOGI) and Oseberg Vest. Gas blowdown has gradually started in main parts of the field, while other parts are maintaining injection.",43625,25.02.2020,17.02.2021
OSEBERG,Transport ,"The oil is transported through the Oseberg Transport System (OTS) to the Sture terminal. Gas export began in 2000. The gas is transported to the market via the Oseberg Gas Transport (OGT) pipeline to the Heimdal Gas Centre and further in the Statpipe-system to continental Europe, and via the Vesterled pipeline to the UK.",43625,16.03.2018,17.02.2021
OSEBERG,Status ,The strategy for the main Oseberg reservoirs is to balance oil production with increasing gas offtake. New production and injection wells are continuously being drilled to enhance oil recovery.,43625,25.02.2020,17.02.2021
OSEBERG SØR,Development ,"Oseberg Sør is a field in the northern part of the North Sea, just south of the Oseberg field. The water depth is 100 metres. Oseberg Sør was discovered in 1984, and the plan for development and operation (PDO) was approved in 1997. The field has been developed with an integrated steel facility with accommodation, drilling module and first-stage oil/gas separation. Final processing of oil and gas takes place at the Oseberg Field Centre. Production started in 2000. In addition, several deposits on the field have been developed with subsea templates tied-back to the Oseberg Sør facility: the PDO for Oseberg Sør J was approved in 2003, a PDO exemption for the G-Central structure was granted in 2008, and the PDO for the Stjerne deposit was approved in 2011.",43645,14.02.2020,17.02.2021
OSEBERG SØR,Reservoir ,"Oseberg Sør produces oil and gas from several deposits in sandstone of Jurassic age. The main reservoirs are in the Tarbert and Heather Formations. The reservoirs lie at a depth of 2,200-2,800 metres and have moderate quality.",43645,16.03.2018,17.02.2021
OSEBERG SØR,Recovery ,"The field is produced with water and gas injection. In parts of the field, water alternating gas (WAG) injection is being used. Water for injection is produced from the Utsira Formation.",43645,16.03.2018,17.02.2021
OSEBERG SØR,Transport ,"The oil is transported from the Oseberg Sør facility by pipeline to the Oseberg Field Centre, where it is processed. It is then transported through the Oseberg Transport System (OTS) to the Sture terminal. The gas is transported via Oseberg Gas Transport (OGT), either to Statpipe or Vesterled.",43645,16.03.2018,17.02.2021
OSEBERG SØR,Status ,"Further maturation of drilling targets is a focus area, but lack of available well slots is a challenge. Several projects are under evaluation to increase recovery from Oseberg Sør.",43645,25.02.2020,17.02.2021
OSEBERG ØST,Development ,"Oseberg Øst is a field in the northern part of the North Sea, 15 kilometres east of the Oseberg field. The water depth in the area is 160 metres. Oseberg Øst was discovered in 1981, and the plan for development and operation (PDO) was approved in 1996. The field has been developed with an integrated fixed facility with accommodation, drilling equipment and first-stage separation of oil, water and gas. Production started in 1999. A PDO exemption for the Beta East segment was granted in 2004.",43639,16.03.2018,17.02.2021
OSEBERG ØST,Reservoir ,"Oseberg Øst produces oil from Middle Jurassic sandstone in the Brent Group. The field consists of two structures which are separated by a sealing fault. The structures contain several oil-bearing layers with variable reservoir characteristics. The reservoir lies at a depth of 2,700-3,100 metres.",43639,16.03.2018,17.02.2021
OSEBERG ØST,Recovery ,The field is produced by partial pressure support from both water injection and gas injection. Water for injection is produced from the Utsira Formation. ,43639,25.04.2019,17.02.2021
OSEBERG ØST                             ,Transport ,"The oil is sent by pipeline to the Oseberg Field Centre for further processing and transport through the Oseberg Transport System (OTS) to the Sture terminal. The gas is mainly used for injection, gas lift and fuel.",43639,29.11.2016,17.02.2021
OSEBERG ØST,Status ,"To increase production, work on the field focuseson the drainage strategy, including optimisation of injection, infill drilling and well interventions. A lifetime extension of the Oseberg Øst facility was approved in 2018.",43639,25.02.2020,17.02.2021
OSELVAR,Development ,"Oselvar is a field in the southern part of the Norwegian sector in the North Sea, 20 kilometres southwest of the Ula field. The water depth is 70 metres. Oselvar was discovered in 1991, and the plan for development and operation (PDO) was approved in 2009. The development concept was a subsea template with three horizontal production wells tied to Ula. Production started in 2012. ",5506919,25.04.2019,17.02.2021
OSELVAR,Reservoir ,"Oselvar produced oil and gas from sandstone of Paleocene age in the Forties Formation. The reservoir has a gas cap and lies at a depth of 2,900-3,250 metres. ",5506919,25.04.2019,17.02.2021
OSELVAR,Recovery ,The field was produced by pressure depletion. ,5506919,25.04.2019,17.02.2021
OSELVAR,Transport ,"The well stream was transported by pipeline to the Ula field for processing. The gas was used for injection in Ula for improved recovery, while the oil was transported by pipeline to the Ekofisk field for further export. ",5506919,25.04.2019,17.02.2021
OSELVAR,Status ,"The field was shut down in 2018. According to the formal disposal resolution, decommissioning must be completed by the end of 2022.",5506919,11.02.2020,17.02.2021
REV,Status ,"The estimated volumes have been reduced since the PDO. A negative pressure development starting from 2012 resulted in cessation of regular production in 2013. It has, however, been possible to produce the wells with very short production periods and long pressure build-up periods. It is expected that cyclic production will continue until decommissioning begins. According to the formal removal resolution, decommissioning must be completed by the end of 2023.",4467554,25.02.2020,17.02.2021
REV,Development ,"Rev is a field close to the UK border in the southern part of the Norwegian sector in the North Sea, four kilometres south of the Varg field. The water depth is 90-110 metres. Rev was discovered in 2001, and the plan for development and operation (PDO) was approved in 2007. The field is developed with a subsea template including three production wells connected to the Armada field on the UK continental shelf. Production started in 2009.",4467554,14.02.2020,17.02.2021
REV,Reservoir ,"Rev produces gas and some condensate from intra-Heather sandstone of Late Jurassic age. The reservoir is a simple structure divided into two segments. It surrounds a salt structure at 3,000 metres depth. Reservoir quality is good. Measurements show that the reservoir is in pressure communication with the Varg field.",4467554,25.02.2020,17.02.2021
REV,Recovery ,The field is produced by pressure depletion.,4467554,25.04.2019,17.02.2021
REV,Transport ,The well stream is routed through a 10-kilometre pipeline to the Armada field in the UK sector and further to the Teeside terminal for final processing. The condensate is sold as stabilised crude oil. ,4467554,25.04.2019,17.02.2021
RINGHORNE ØST,Development ,"Ringhorne Øst is a field in the central part of the North Sea, six kilometres northeast of the Balder field. The water depth is 130 metres. Ringhorne Øst was discovered in 2003, and the plan for development and operation (PDO) was approved in 2005. The field is developed with four production wells drilled from the Ringhorne wellhead platform. Production started in 2006.",3505505,25.02.2020,17.02.2021
RINGHORNE ØST,Reservoir ,"Ringhorne Øst produces oil with associated gas from Jurassic sandstone in the Statfjord Group. The reservoir lies at a depth of 1,940 metres and has very good quality. ",3505505,25.04.2019,17.02.2021
RINGHORNE ØST,Recovery ,"The field is produced by natural water drive from a regional aquifer to the north and east of the structure. The wells have gas lift to optimise production, and this will be expanded due to increasing water production.",3505505,11.04.2017,17.02.2021
RINGHORNE ØST,Transport ,"Production is routed from the Ringhorne wellhead platform to the Balder production, storage and offloading vessel (FPSO) for processing, storage and export. The oil is transported by tankers. Any surplus gas is sent to the Jotun FPSO for export via Statpipe to the Kårstø terminal.",3505505,27.02.2020,17.02.2021
RINGHORNE ØST,Status ,"The field is in the tail phase. Several new infill wells are planned to be drilled in the coming years. Ringhorne Øst will also benefit from an amended PDO for Balder and Ringhorne that was submitted in 2019. Field lifetime will be prolonged, and production can benefit from increased capacity in the area.",3505505,04.02.2021,17.02.2021
SIGYN,Status ,"The Sigyn field is in the tail phase, but production has been higher than expected. In 2017, a lifetime extension was granted until 2022. Gas injection is being evaluated in Sigyn West and Sigyn East to increase recovery. ",1630100,25.04.2019,17.02.2021
SIGYN,Transport ,"The well stream is controlled from Sleipner Øst and is sent through two pipelines to the Sleipner A facility. Sales gas is exported from Sleipner A via Gassled (Area D) to the market, while unstable condensate is transported in a dedicated pipeline to the Kårstø terminal. ",1630100,25.04.2019,17.02.2021
SIGYN,Development ,"Sigyn is a field in the central part of the North Sea, 12 kilometres southeast of the Sleipner Øst field. The water depth is 70 metres. Sigyn was discovered in 1982, and the plan for development and operation (PDO) was approved in 2001. The field is developed with a subsea template tied-back to Sleipner Øst. Production started in 2002.",1630100,14.02.2020,17.02.2021
SIGYN,Reservoir ,The Sigyn field is in the late tail production phase. Production is cyclic and limited by capacity available at Sleipner A and decreasing reservoir pressure. Gas injection to increase recovery is being evaluated.,1630100,26.02.2020,17.02.2021
SIGYN,Recovery ,The field is produced by pressure depletion.,1630100,11.04.2017,17.02.2021
SINDRE,Development ,"Sindre is a field in the northern part of the North Sea, three kilometres northeast of the Gullfaks field. The water depth is 250 metres. Sindre was discovered and granted exemption from a plan for development and operation (PDO) in 2017. The field is developed with one production well drilled from the Gullfaks C platform. Production started in 2017.",29401178,14.02.2020,17.02.2021
SINDRE,Recovery strategy ,"The field is produced by pressure depletion, but rapid pressure decline may necessitate pressure support.",29401178,14.02.2020,17.02.2021
SINDRE,Transport ,"The well stream from Sindre is processed together with the production from the Gimle field at the Gullfaks C facility, and transported further with oil and gas from the Gullfaks field.  ",29401178,25.04.2019,17.02.2021
SINDRE,Status ,"Due to pressure decline and low production, the well is temporarily shut in. There are no remaining recoverable resources in Sindre, and the focus is on developing resources in nearby deposits. New drainage strategies for the Sindre area are being evaluated.",29401178,26.02.2020,17.02.2021
SINDRE,Reservoir ,"Sindre contains oil in Upper Triassic to Lower Jurassic sandstone in the Lunde Formation, Statfjord Group and Dunlin Group. The main reservoir lies at a depth of 3,100 metres. The reservoir quality is good, but sealing faults reduce communication in the reservoir. Reservoir is also identified in Middle Jurassic sandstone in the Brent Group.",29401178,26.02.2020,17.02.2021
SKARV,Development ,"Skarv is a field in the northern part of the Norwegian Sea, 35 kilometres southwest of the Norne field. The water depth is 350-450 metres. Skarv was discovered in 1998, and the plan for development and operation (PDO) was approved in 2007. Skarv is a joint development of the Skarv and Idun deposits. The development concept is a production, storage and offloading vessel (FPSO) with five subsea templates with fifteen wells. Production started in 2013. The Ærfugl field is being developed as a tie-in to the Skarv FPSO.",4704482,14.02.2020,17.02.2021
SKARV,Reservoir ,"Skarv produces gas and oil from Lower and Middle Jurassic sandstone in the Tilje, Ile and Garn Formations. There are also underlying oil zones in the Tilje and Garn Formations. The Garn Formation has good reservoir quality, while the Tilje Formation has relatively poor quality. The reservoirs are divided into several fault segments and lie at a depth of 3,300-3,700 metres.  ",4704482,25.04.2019,17.02.2021
SKARV,Recovery ,The field is produced with pressure support by gas injection and gas lift. ,4704482,25.04.2019,17.02.2021
SKARV,Transport ,"The oil is offloaded to shuttle tankers, while the gas is transported to the Kårstø terminal in an 80-kilometre pipeline connected to the Åsgard Transport System (ÅTS).",4704482,16.03.2018,17.02.2021
SKARV,Status ,"Skarv oil production is declining, and gas injection is important for increased oil recovery. Optimal timing of gas blowdown is continuously being evaluated, and work is ongoing to evaluate the potential of infill wells and prospects in the area.",4704482,26.02.2020,17.02.2021
SKIRNE,Status ,"The field is now in the tail phase. The Byggve reservoir is flooded by formation water, and there is no more recoverable gas. Skirne production is optimised by maintaining a low inlet pressure on the Heimdal facility. Skirne can potentially produce as long as the Heimdal facility is available. A decommissioning plan for Skirne and Atla was already submitted in 2015.",2138816,26.02.2020,17.02.2021
SKIRNE,Development ,"Skirne, including the Byggve deposit, is a field in the central part of the North Sea, 20 kilometres east of the Heimdal field. The water depth is 120 metres. Skirne was discovered in 1990, and the plan for development and operation (PDO) was approved in 2002. The field has been developed with two subsea templates tied to the Heimdal facility. Production started in 2004. The Atla field was tied-back to Skirne in 2012.",2138816,14.02.2020,17.02.2021
SKIRNE,Reservoir ,"Skirne and Byggve produce gas and condensate from Middle Jurassic sandstone in the Brent Group. The Skirne deposit lies at a depth of 2,370 metres and the Byggve deposit at 2,900 metres. The reservoir quality is good.",2138816,16.03.2018,17.02.2021
SKIRNE,Recovery ,The field is produced by pressure depletion.,2138816,11.04.2017,17.02.2021
SKIRNE,Transport ,The well stream from Skirne is transported in a pipeline to the Heimdal facility for processing. The gas is transported from Heimdal in the Vesterled pipeline to the St Fergus terminal in the UK. Gas was previously also sent through Statpipe to continental Europe. Condensate is transported to the Brae field in the UK sector and further via the Forties pipeline system to Cruden Bay in the UK. ,2138816,25.04.2019,17.02.2021
SKOGUL,Development ,"Skogul is a field in the central part of the North Sea, 30 kilometres northeast of the Alvheim field. The water depth is 110 metres. Skogul was discovered in 2010, and the plan for development and operation (PDO) was approved in 2018. The development concept is a 2-slot subsea template, including one dual-lateral production well, tied to the Alvheim production, storage and offloading vessel (FPSO) via the Vilje field.",31164600,26.02.2020,17.02.2021
SKOGUL,Reservoir ,"The reservoir contains oil with a minor gas cap in sandstone of Eocene age. It lies at a depth of 2,100 metres and has excellent properties.",31164600,26.02.2020,17.02.2021
SKOGUL,Recovery strategy ,Skogul is produced by depletion and natural aquifer support.,31164600,28.03.2020,17.02.2021
SKOGUL,Transport ,The well stream from Skogul is routed by pipeline via the Vilje field to the Alvheim FPSO.,31164600,28.03.2020,17.02.2021
SKOGUL,Status ,Production from Skogul started in March 2020.,31164600,28.03.2020,17.02.2021
SKULD,Development ,"Skuld is a field in the Norwegian Sea, 20 kilometres north of the Norne field. The water depth is 340 metres. Skuld was discovered in 2008, and the plan for development and operation (PDO) was approved in 2012. The field is developed with three subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). Production started in 2013.",21350124,14.02.2020,17.02.2021
SKULD,Reservoir ,"Skuld produces oil from sandstone of Early to Middle Jurassic age in the Åre, Tofte and Ile Formations. The field consists of the two deposits Fossekall and Dompap. The reservoirs have small gas caps and lie at a depth of 2,400-2,600 metres. The reservoir quality is moderate to good. ",21350124,25.04.2019,17.02.2021
SKULD,Recovery ,The field is produced with pressure support by water injection. Some of the wells are additionally supplied with gas lift to produce at low reservoir pressure and high water cut.,21350124,16.03.2018,17.02.2021
SKULD,Transport ,"The well stream is sent to the Norne FPSO. The oil is offloaded to shuttle tankers together with the oil from the Norne field. The gas is transported by pipeline from the Norne vessel to the Åsgard field, and further via the Åsgard Transport System (ÅTS) to the Kårstø terminal. ",21350124,26.02.2020,17.02.2021
SKULD,Status ,Recoverable volume estimates were reduced compared to the PDO. Low productivity and increasing water cut are the main challenges. Focus is now on reservoir management and identification of the remaining potential of the field.,21350124,26.02.2020,17.02.2021
SLEIPNER VEST,Development ,"Sleipner Vest is a field in the central part of the North Sea. The water depth is 110 metres. Sleipner Vest was discovered in 1974, and the plan for development and operation (PDO) was approved in 1992. The field is developed with the Sleipner B production/wellhead facility, which is remotely operated from the Sleipner A facility on the Sleipner Øst field. Production started in 1996.",43457,14.02.2020,17.02.2021
SLEIPNER VEST,Reservoir ,"Sleipner Vest produces gas and condensate from Middle Jurassic sandstone in the Hugin and Sleipner Formations; most of the reserves are found in the Hugin Formation. The reservoir lies at a depth of 3,450 metres and is highly segmented. Faults in the field are generally not sealing and communication between the sand deposits is good. ",43457,25.04.2019,17.02.2021
SLEIPNER VEST,Recovery ,The field is produced by pressure depletion.,43457,16.03.2018,17.02.2021
SLEIPNER VEST,Transport ,The well stream is sent to the Sleipner A facility for processing. Sales gas is exported from Sleipner A via Gassled (Area D) to the market. Unstable condensate is transported in a pipeline to the Kårstø terminal.,43457,16.03.2018,17.02.2021
SLEIPNER VEST,Status ,"Production is in the tail phase, but infill drilling and sidetracking of existing wells are being evaluated to reduce the production decline. The exploration potential near the field is being evaluated.",43457,27.02.2020,17.02.2021
SLEIPNER ØST,Development ,"Sleipner Øst is a field in the central part of the North Sea. The water depth is 80 metres. Sleipner Øst was discovered in 1981, and the plan for development and operation (PDO) was approved in 1986. The field has been developed with Sleipner A, an integrated processing, drilling and accommodation facility with a concrete base structure. The development includes the Sleipner R riser facility, which connects Sleipner A to the pipelines for gas transport, and the Sleipner T facility for processing and CO2 removal. Production started in 1993. A PDO for Loke Heimdal was approved in 1991 and for Loke Triassic in 1995. Two subsea templates were installed, one for production from the northern part of Sleipner Øst and one for production from the Loke deposit. The Alpha Nord segment was developed in 2004 with a subsea template tied-back to the Sleipner T with an 18-kilometre pipeline. The Utgard field is tied-back to Sleipner T for processing and CO2 removal. The CO2 is injected into the Utsira Formation via a dedicated well at Sleipner A. The Sigyn, Gungne, Gudrun and Gina Krog fields are tied-back to Sleipner A.",43478,26.02.2020,17.02.2021
SLEIPNER ØST,Reservoir ,"Sleipner Øst produces gas and condensate. The Sleipner Øst and Loke reservoirs are in Paleocene turbidite sandstone in the Ty Formation, Middle Jurassic shallow marine sandstone in the Hugin Formation and in continental sandstone in the Triassic Skagerrak Formation. In addition, gas has been proven in the Heimdal Formation, overlying the Ty Formation. The Ty Formation has good reservoir quality, while the Skagerrak Formation generally has poorer reservoir quality than both Ty and Hugin Formations. The reservoirs are at a depth of 2,300 metres.",43478,14.02.2020,17.02.2021
SLEIPNER ØST,Recovery ,"The Hugin Formation reservoir is produced by pressure depletion. The reservoir in the Ty Formation was produced by dry gas recycling until 2005, and production from the Ty reservoir stopped in 2012. To optimise production, wells are produced at a reduced inlet pressure. ",43478,25.04.2019,17.02.2021
SLEIPNER ØST,Transport ,Sales gas is exported from the Sleipner A facility via Gassled (Area D) to market. Unstable condensate is transported to the Kårstø terminal by pipeline.,43478,16.03.2018,17.02.2021
SLEIPNER ØST,Status ,"Production is in the late tail phase. Work is ongoing to decrease the decline rate. Increased sand and water production due to pressure depletion of the reservoir is a challenge. CO2 injection in the Hugin reservoir is being evaluated to increase recovery. The exploration potential in the area and tie-in of nearby discoveries are being evaluated. It is planned that the facilities will be operated with power from shore starting in 2022, as part of the electrification of the Utsira High area.",43478,26.02.2020,17.02.2021
SNORRE,Development ,"Snorre is a field in the Tampen area in the northern part of the North Sea. The water depth is 300-350 metres. Snorre was discovered in 1979, and the plan for development and operation (PDO) was approved in 1988. The field is developed with the facilities Snorre A, located in the southern part of the field, and Snorre UPA, located centrally on the field. Snorre A is a floating tension-leg platform for accommodation, drilling and processing. Snorre UPA is a subsea production facility tied-back to Snorre A. There is also a separate process module on Snorre A for full stabilisation of the well stream from the Vigdis field. Production from Snorre A started in 1992. In 1998, a PDO was approved for Snorre B, a semi-submersible integrated drilling, processing and accommodation facility located in the northern part of the field. Snorre B started production in 2001. In 2018, an amended PDO for the Snorre Expansion Project was approved. It includes six subsea templates, each with four wells tied-back to Snorre A. Production started in December 2020. In 2020, an amended PDO for the development of the Hywind Tampen wind farm was approved. The wind farm will consist of 11 floating turbines which will supply electricity to the Snorre and Gullfaks fields. The Snorre and Gullfaks platforms will be the first platforms in the world to receive power from a floating wind farm.",43718,17.02.2021,17.02.2021
SNORRE,Reservoir ,"Snorre produces oil from Triassic and Lower Jurassic sandstone in the Alke and Lunde Formations and the Statfjord Group. The field consists of several large fault blocks. The reservoir is at a depth of 2,000-2,700 metres and has a complex structure with both channels and flow barriers.",43718,17.02.2021,17.02.2021
SNORRE,Recovery ,"The field is produced with pressure support from water injection, gas injection and water alternating gas injection (WAG). From 2019, all gas is reinjected to increase oil recovery. Additional gas will be imported from Gullfaks for pressure support and improved reservoir drainage.",43718,17.02.2021,17.02.2021
SNORRE,Transport ,"Oil and gas are separated at the Snorre A platform. The oil is stabilised at the Vigdis process module on Snorre A, then exported through the Vigdis pipeline to Gullfaks A. The oil is stored and loaded onto shuttle tankers at the Gullfaks field. All gas from Snorre and Vigdis is reinjected into the Snorre field. Fully processed oil from Snorre B is transported by pipeline to Statfjord B for storage and loading onto shuttle tankers.",43718,17.02.2021,17.02.2021
SNORRE,Status ,"Technical failure of a riser on the Snorre B platform resulted in reduced production in 2020. After retermination or replacement of all injection risers on Snorre B, production and injection have been reestablished. Several measures to increase oil recovery from Snorre are being considered. Requests from possible third party tie-ins may also lead to further development of the field. The Hywind Tampen wind farm is scheduled for start-up at the end of 2022.",43718,17.02.2021,17.02.2021
SNØHVIT,Status ,"Snøhvit production is in the plateau phase. Since production started, additional production wells have been drilled in different structures. Work is ongoing to evaluate future compression solutions, as well as measures for reducing CO2  emissions from the onshore facility at Melkøya.   ",2053062,17.02.2021,17.02.2021
SNØHVIT,Development ,"Snøhvit is a field in the central part of the Hammerfest Basin in the southern part of the Barents Sea. The water depth is 310-340 metres. Snøhvit was discovered in 1984, and the plan for development and operation (PDO) was approved in 2002. Snøhvit was the first field development in the Barents Sea. The field includes the Snøhvit, Albatross and Askeladd structures and has been developed in multiple phases. The development includes several subsea templates. Two well slots are used for CO2 injection. Production started in 2007. A PDO exemption for Snøhvit North was granted in 2015.",2053062,26.02.2020,17.02.2021
SNØHVIT,Reservoir ,"Snøhvit produces gas with condensate from Lower and Middle Jurassic sandstone in the Nordmela and Stø Formations. The reservoirs lie at a depth of 2,300 metres and have moderate to good quality. Development of a thin oil zone underlying the gas at the Snøhvit structure is not included in the PDO. ",2053062,25.04.2019,17.02.2021
SNØHVIT,Recovery ,The field is produced by pressure depletion.,2053062,16.03.2018,17.02.2021
SNØHVIT,Transport ,"The well stream, with natural gas, CO2, natural gas liquids (NGL) and condensate, is transported in a 160-kilometre pipeline to the liquid natural gas (LNG) processing facility at Melkøya near Hammerfest. The CO2 is separated and returned to the field by pipeline for injection into the aquifer (Stø reservoir). LNG, liquid petroleum gas (LPG) and condensate are shipped to the market.",2053062,17.02.2021,17.02.2021
SOLVEIG,Development ,"Solveig is a field in the North Sea, 15 kilometres south of the Edvard Grieg field. The water depth is 100 metres. Solveig was discovered in 2013, and subsequently delineated by appraisal wells in 2014, 2015 and 2018. The plan for development and operation (PDO) was approved in 2019. Solveig will be developed with five single wells, tied-back to the Edvard Grieg field. ",34833011,26.02.2020,17.02.2021
